ID,X,Y,Z
1260,4.175657504,-0.220305448,-0.337028752
1261,4.43891249,-0.391681838,-0.275991379
1262,3.759690297,0.275860923,0.30051136
1263,3.925529023,0.455809721,0.216530814
1264,3.818429231,-0.084689635,0.463535582
1265,4.14660839,0.388719842,-0.365021485
1266,4.119488841,0.268935632,-0.830977137
1267,3.78882567,0.029630102,-0.267542747
1268,4.359191116,-0.39789133,-0.051092308
1269,4.03332364,0.324593196,0.443119085
1270,4.480635133,0.369128865,-0.126688447
1271,3.96994104,-0.537506742,0.220254778
1272,4.525740842,-0.041372358,-0.362031369
1273,4.172763852,0.195629837,0.369315083
1274,4.622710301,-0.094054184,-0.346974105
1275,4.325015204,-0.037484407,-0.408828686
1276,4.538475831,-0.61213834,-0.543895739
1277,3.751879657,0.11702968,0.269057624
1278,3.616502505,-0.071295338,0.160062339
1279,3.978793296,-0.05419317,0.119685569
1280,4.242223744,0.101053472,-0.367797625
1281,4.43300393,0.078574185,-0.217417136
1282,4.4347822,-0.118977987,-0.518694987
1283,4.17027021,0.350870769,-0.241030406
1284,4.24815672,0.181323142,0.136432938
1285,4.461990265,-0.527483524,-0.070071022
1286,4.214148013,0.148183193,-0.355526076
1287,4.226420924,-0.375915109,-0.138371511
1288,3.959380283,-0.206008867,0.255087614
1289,4.381207705,-0.062906573,-0.470163525
1290,3.903356077,-0.372847379,-0.099930659
1291,3.984780016,-0.372339515,-0.121264155
1292,4.033918013,-0.383484127,-0.327530034
1293,3.903753823,0.150346595,-0.150080811
1294,4.326161976,0.093215337,-0.78680516
1295,4.528453621,-0.543827292,-0.385006565
1296,3.817084539,-0.179772605,0.35940782
1297,4.294823927,0.187426704,-0.067412894
1298,3.922416246,0.13010272,-0.549345547
1299,3.878166594,-0.147063163,-0.237599027
1300,4.163929431,0.03990275,-0.298074371
1301,4.401066184,-0.188243556,-0.331784157
1302,4.184329002,0.039424073,0.475100778
1303,4.499804178,-0.400802276,0.010605841
1304,4.007034213,0.003850068,-0.665884569
1305,3.61514555,-0.319548101,0.610060967
1306,4.25617454,-0.051617341,-0.152775439
1307,4.013330499,-0.489484847,-0.369850714
1308,4.446661713,0.19331741,-0.023038155
1309,4.424125725,0.164255949,-0.015823326
1310,4.499491632,-0.346785618,-0.150793443
1311,4.155828644,-0.159621867,-0.420311994
1312,4.147401509,0.338957837,-0.874052576
1313,4.316362187,-0.700014838,-0.004140175
1314,4.198647182,-0.052971912,-0.091964778
1315,4.35959233,-0.35820443,-0.75378566
1316,4.079890334,-0.253944756,0.130586096
1317,4.641473375,-0.21791586,-0.82201673
1318,4.329086203,-0.015580688,-0.561243401
1319,-1.664506416,-1.377305236,0.353192952
1320,-1.565052694,-0.990508313,0.260519777
1321,-0.975806017,-0.915476027,0.934848559
1322,3.989760079,-0.27228029,0.415293279
1323,4.499378403,-0.126690964,-0.052225886
1324,3.975556549,-0.060905173,0.563947369
1325,4.181799061,0.005115343,0.137060355
1326,3.956900889,-0.093949808,0.616513674
1327,3.989036484,-0.573113551,-0.132418691
1328,4.09690403,-0.129624042,-0.240518408
1329,4.125409895,-0.155356087,-0.142590285
1330,4.218259262,-0.07460096,-0.724037394
1331,3.915645211,0.136553666,-0.033167922
1332,4.078226526,-0.34925742,-0.230073368
1333,3.951405958,-0.488068799,0.198460803
1334,4.347623681,-0.467689134,-0.6239159
1335,4.233659841,0.15148983,0.041478213
1336,3.956035482,-0.354246967,-0.012376248
1337,4.143736959,0.052896628,-0.263369352
1338,3.64366613,-0.740063595,0.461707537
1339,4.317770621,-0.167700088,-0.415854622
1340,4.156224576,0.142755439,-0.159430645
1341,4.046738466,-0.325339752,-0.426852213
1342,4.163500546,0.405460283,-0.226398672
1343,4.134104508,-0.413630311,0.155450357
1344,4.612070821,-0.109560265,-0.455596641
1345,3.999647692,0.556473008,-0.35429135
1346,4.312000013,-0.311665888,-0.37442656
1347,-0.958717192,0.105545959,0.406380821
1348,-1.762396172,-0.495690642,1.254392936
1349,-0.910023288,0.003644012,0.671280369
1350,-0.982675342,0.024872577,0.728122761
1351,-0.168574398,0.002925671,0.582673909
1352,-0.8380976,0.168676717,1.663456211
1353,-1.25486659,-0.783094921,1.359981524
1354,-1.004941121,0.232926912,1.149073455
1355,-0.637365949,-0.253910779,0.628423727
1356,-0.555223835,0.54796101,0.327187145
1357,-1.573451926,0.051016339,1.552392429
1358,-0.843022056,-0.101291063,1.341207456
1359,-0.845340658,-0.058969999,0.512394094
1360,-1.420685946,-0.353112687,0.307289914
1361,-1.672928343,-1.515918796,0.766438217
1362,-1.134673612,-0.286577143,1.613566496
1363,-1.351658089,-0.729146403,0.750482023
1364,-1.714835127,-0.873994354,1.185441143
1365,-1.242242615,-1.365307328,0.900037363
1366,-0.987455326,-0.028777157,0.339337161
1367,-1.584425795,-0.108902341,0.426832254
1368,-1.270330864,-0.347463014,-0.025321933
1369,-1.045641184,0.659753307,0.62441906
1370,-0.74468328,-1.280314661,0.889307226
1371,-1.319141988,-1.159014607,0.268616787
1372,-0.959606396,-0.021115575,0.481262586
1373,-1.409639639,-0.622644457,0.869083628
1374,-1.063325833,0.532416212,0.653499769
1375,-0.384730385,-0.172370419,0.092949515
1376,-0.691265515,-1.051399211,-0.252298887
1377,-1.53971165,-0.530210111,1.213441093
1378,-0.544385235,0.172756211,1.033538682
1379,-1.22971521,-0.474410093,1.165251527
1380,-1.974784488,-1.131405994,0.491680463
1381,-0.616787425,-0.521036442,0.769099443
1382,-0.921113063,0.65968459,0.264793712
1383,-1.128479697,-0.185644686,0.846201772
1384,-0.769902423,-0.215346942,1.520585038
1385,-0.944217537,0.535163551,1.119513258
1386,-1.000519467,0.400685047,1.190673541
1387,-0.69538151,-0.062703499,1.506277237
1388,-0.554555942,-0.482172706,1.003534077
1389,-1.580114169,-1.121558201,0.256131857
1390,-0.971078113,-0.203565306,0.987952457
1391,-1.079174915,-1.000206105,0.807952439
1392,-0.558314924,-0.38529171,1.265738078
1393,-0.78636925,-0.274675486,0.984608594
1394,-1.274801314,0.680747294,0.720346735
1395,-0.960842276,-0.404299541,0.708325212
1396,-1.027440638,-0.510642511,0.839027457
1397,-0.399202092,0.311956646,0.855670419
1398,-0.844983656,0.085599773,1.034225043
1399,-1.519592848,-0.38926828,1.690193697
1400,-1.306384419,-0.276853423,0.079206907
1401,-1.081230883,0.193219453,-0.190336663
1402,-1.21199464,-0.006198149,0.427432858
1403,-1.344186501,-0.92031539,0.439481675
1404,-1.463199353,-0.57066547,0.623711552
1405,-1.122247696,-0.208990871,0.23011765
1406,-1.509776406,-0.669659203,1.294358144
1407,-1.744502992,-0.821326631,0.75476307
1408,-1.517973135,0.265801242,0.379614476
1409,-0.489736713,-0.562141137,1.215184982
1410,-0.310777396,0.250378747,-0.077396271
1411,-0.7949301,0.567916794,1.271878258
1412,-0.86789608,-0.164029766,0.650416604
1413,-0.957445114,-0.523225317,0.500907737
1414,-1.244113129,0.047238671,1.609074496
1415,-1.188242198,-0.623883415,2.703578518
1416,-1.260320576,-0.739045454,1.110601602
1417,-1.175993072,0.359006017,0.679168162
1418,-1.416402287,0.042344184,0.520313219
1419,-1.083486875,-0.601521367,0.357067296
1420,-0.631525173,-1.208006696,-0.184603013
1421,-1.48624107,-0.171581775,0.320586767
1422,-0.616946195,-0.802766781,1.121064516
1423,-0.912571524,0.237059862,-0.231554594
1424,-1.12145885,-0.255771918,0.61477114
1425,-1.355052933,-1.698798674,0.742835235
1426,-0.984534145,-0.160006236,0.828886735
1427,-0.416167581,-0.195505014,0.76048578
1428,-1.124970547,-1.32889431,-0.120707907
1429,-0.974594687,-0.791805654,1.087428645
1430,-0.251210521,0.256078928,0.823565281
1431,-1.15473225,-0.061422797,0.364883762
1432,-1.259855503,-0.175382168,0.206735433
1433,-0.824268033,0.122683882,0.825247054
1434,-1.329121593,-0.610121767,0.213529561
1435,-1.207773059,-0.14239613,1.384613529
1436,-1.0360815,-1.630449733,0.355691962
1437,-0.637828115,-0.39306741,-0.608670885
1438,-0.770763763,-0.549145422,0.339925039
1439,-0.897478908,-0.460008743,-0.224174669
1440,-0.597113088,-0.597215572,0.961778487
1441,-1.198325975,0.45035024,-0.34400367
1442,-0.611652529,-0.435635935,1.110319164
1443,-0.749285122,0.123274089,1.027152623
1444,-1.132439361,-0.923844203,0.167157342
1445,-1.421759404,-0.695590049,0.240491272
1446,-0.866056203,0.470930698,0.907908131
1447,-0.742113463,-0.343920316,0.541728398
1448,-1.273341451,-0.252928186,0.871075684
1449,-0.632723954,-0.291756087,1.067196812
1450,-0.855849497,0.362980365,-0.00069288
1451,-1.072993223,0.12195873,0.06221488
1452,-0.04838273,-0.572808701,1.00177335
1453,-0.736306615,-0.782422678,-0.291733165
1454,-1.095336751,-0.320690879,0.214723592
1455,-1.013634011,-1.106606087,0.2921182
1456,-1.170561516,-0.316843905,1.315305609
1457,-0.223983338,0.367450373,0.209643981
1458,-0.847570626,-0.967272107,0.799888611
1459,-1.215520444,0.547884763,0.760164779
1460,-1.092969779,-0.053127119,1.164840804
1461,-1.225061009,0.400079612,0.520322322
1462,-0.985191333,0.202977242,1.661513605
1463,-0.801287818,0.120879379,1.580335037
1464,-1.204043813,0.180843768,0.426701044
1465,-0.906674611,-0.267270735,0.847162915
1466,-1.01573925,0.216548173,0.651696789
1467,-1.073825431,0.562342483,0.063927392
1468,-0.700775879,0.194230793,0.750733882
1469,-1.837155022,-0.060580588,1.459946079
1470,-0.79855882,-0.460510019,1.083057355
1471,-1.636188915,0.282032413,0.479142451
1472,-1.626702321,-0.55396002,-0.117831724
1473,-1.404230647,-0.377298965,0.998463287
1474,-0.680716394,-0.228200888,1.040382326
1475,-1.446569221,-0.03553342,0.624560275
1476,-1.446818117,0.162592543,0.933957049
1477,-1.107613766,-0.301039517,0.627014406
1478,-0.830598719,-1.434428611,0.299878575
1479,-1.097408683,-0.76259206,-0.259940725
1480,-0.413758426,0.051146379,1.366865247
1481,-0.77303173,-0.126146516,0.893645003
1482,-0.381004536,-0.293976867,0.600616327
1483,-1.390397843,-0.214269847,0.907046219
1484,-0.947336136,0.147242052,0.667708232
1485,-1.074646341,0.06965993,0.564448802
1486,-0.902374841,-0.639051292,1.347062581
1487,-0.852179961,-0.013156791,0.880928631
1488,-0.287131147,-0.938753578,0.643853101
1489,-0.6596319,0.069759343,0.469368667
1490,-1.235366161,-0.430082324,0.297923821
1491,-0.978217047,-0.025628318,1.311912442
1492,-1.598576116,-0.160216014,0.724868461
1493,-0.933812681,-0.875439013,0.780124626
1494,-1.671797248,-0.545742628,0.769276958
1495,-0.936525176,-0.502241692,1.127107871
1496,-0.893030317,-0.352789049,0.80794842
1497,-0.239225982,-1.280197201,0.588219614
1498,-0.815613795,-0.278721658,0.815566746
1499,-1.175389047,0.012897188,1.749860846
1500,-0.974486611,-0.13595504,0.526607221
1501,-1.122801854,-0.565727059,0.16637639
1502,-1.13093657,-0.638944738,0.698421606
1503,-0.296994555,-0.849669539,0.975211616
1504,-1.558257386,-1.370497524,0.013018821
1505,-1.313259646,-0.907722463,1.608222406
1506,-0.978123377,-1.01540245,1.111955902
1507,-0.679103484,0.402935035,0.259579366
1508,-0.614364648,-0.02359537,1.114693509
1509,-1.506226208,-0.146390099,2.146029619
1510,-1.29297381,-0.494789426,0.855134938
1511,-1.606199527,0.073697662,0.941753837
1512,-1.002075454,0.63934095,1.352797238
1513,-1.165118843,-0.008195588,0.75299303
1514,-0.919220952,0.519683632,0.945859058
1515,-0.865817378,-0.884096341,0.428548607
1516,-0.882483843,-0.796650539,1.037201511
1517,-1.439635023,-0.443777614,1.681869375
1518,-0.81641359,-0.421356432,1.200203922
1519,-0.027543952,-1.302991372,-0.063838542
1520,-0.725216512,0.108363534,1.265487372
1521,-0.830622821,0.732272205,0.126374849
1522,-1.189673676,0.128977608,0.481620484
1523,-0.390385755,-0.063081524,0.573644503
1524,-1.37740869,-0.858729826,0.877159899
1525,-0.546652769,0.168633085,1.436613553
1526,-1.09742611,-0.786081081,0.337706814
1527,-1.393184776,-1.441794365,0.717524932
1528,-1.090720047,0.675416193,1.263536816
1529,-1.468111413,-0.799540981,1.026308523
1530,-0.414193457,-0.17153405,0.983780687
1531,-0.585355991,-1.26448796,0.780731943
1532,-1.073509301,0.155140254,0.584626456
1533,-1.253566832,-0.482435236,1.479074432
1534,-1.345406845,-0.1479653,0.919703753
1535,-1.014102802,0.50167617,1.00478353
1536,-1.068703132,-0.107300987,0.792790615
1537,-0.771565692,-0.165254835,0.735795124
1538,-1.067480621,-0.13272117,1.109766639
1539,-1.761676559,-0.441798173,1.441857033
1540,-1.005445644,0.076171389,1.387183041
1541,-0.527348659,-0.359738827,0.555499743
1542,-0.543592362,-0.722829712,1.252332739
1543,-0.472452617,0.441540386,1.040432919
1544,-1.186106165,0.427870803,1.693212169
1545,-1.283827033,-0.727441619,1.0495015
1546,-0.654894262,0.294496807,0.761799829
1547,-1.247778776,-0.11244819,0.430543002
1548,-0.90844107,-0.95761445,1.016474202
1549,-1.378483809,-0.179111306,0.744911138
1550,-1.21978189,-0.34790464,0.50027849
1551,-0.524601423,0.584447263,1.673877331
1552,-1.055135858,-1.411681132,0.453029376
1553,-0.833320763,-0.135496032,1.584004118
1554,-1.058561829,0.092777986,1.300007514
1555,-0.951389052,0.051121205,0.463411429
1556,-0.970668974,-0.296320266,1.287334886
1557,-0.853197396,-1.059530473,0.452267521
1558,-1.030187621,-0.238072624,0.913714598
1559,-0.625419038,-0.074267705,1.630341638
1560,-0.836388207,-1.116605421,1.751621319
1561,-1.168532303,-0.735844422,1.57747693
1562,-0.61617497,-0.620034975,0.675106445
1563,-0.557598135,-0.474241834,0.746877877
1564,-1.189490964,-0.239795548,0.802698396
1565,-1.240243612,-0.878980692,1.560142466
1566,-0.970477129,0.874468428,1.255661562
1567,-0.725659608,-0.30202829,0.543926818
1568,-1.320808822,0.195741487,1.633998284
1569,-1.248728796,-0.005071281,0.853369067
1570,-1.112864632,-0.605424716,0.854045016
1571,-1.109076453,-1.155942762,0.933681766
1572,-1.198924997,0.153250916,1.240420108
1573,-0.843067275,0.30425336,-0.005823607
1574,-1.064578868,-0.33664325,-0.785883692
1575,-1.003592412,0.212677506,0.900394692
1576,-1.370149563,-1.120526847,1.424724054
1577,-0.942686458,-0.671118532,-0.564631535
1578,-1.086623134,-0.378004606,0.505975318
1579,-0.837492633,0.63273685,1.257369023
1580,-1.046017377,-0.164959307,1.081125205
1581,-1.301926184,0.108728189,0.479504361
1582,-1.481189197,0.674896275,1.668316222
1583,-0.661702514,0.156960478,1.726817979
1584,-1.029916046,-0.423516012,0.932041959
1585,-0.810913582,-0.547819412,0.35808946
1586,-1.103816119,-0.625451898,0.955963192
1587,-1.27378693,0.215029724,1.190939461
1588,-0.8361214,-0.577065137,1.334844606
1589,-0.284107682,-0.676198551,0.8329683
1590,0.504373275,-0.181045002,1.083376119
1591,-1.153504328,-0.318531543,0.225680197
1592,-1.09727938,-0.215116661,1.418312236
1593,-1.129265126,-0.836020501,1.269935358
1594,-1.087547859,-0.138962518,0.929691699
1595,-0.699897903,0.343291077,0.492979539
1596,-1.093757223,-0.182705369,0.450544128
1597,-1.22545983,0.36238496,0.363507955
1598,-0.198834344,-0.632615564,0.759486926
1599,-1.152558887,-0.232341528,0.701493269
1600,-0.273848302,-0.422168645,1.724569944
1601,-1.311479813,-0.684562636,0.375312973
1602,-0.972683171,-0.967336968,0.374729988
1603,-1.08698328,-0.182197212,0.85110739
1604,-0.50145835,-0.113401913,1.325982818
1605,-1.681778548,-1.05837874,-0.075212371
1606,-1.201110947,-0.257695882,0.413710606
1607,-0.66693403,0.22223521,0.827782939
1608,-0.834018744,-0.262970918,0.345699263
1609,-0.997765745,0.044499339,0.637181347
1610,-0.206839525,-0.260873327,0.823106925
1611,-1.650834087,-0.240822107,0.598231328
1612,-0.729224736,-0.355267935,1.395916503
1613,-1.253692365,0.370918139,-0.183947969
1614,-1.629941883,0.102953376,1.315036036
1615,-0.824350056,-0.588342696,0.914054116
1616,-2.148568484,0.264776086,0.934735549
1617,-1.555679507,0.14077862,0.823730332
1618,-1.181959514,-0.503138933,0.876113583
1619,-1.199767861,0.218732094,0.846309412
1620,-1.096974322,0.948292518,0.653072305
1621,-1.101130436,0.430234354,1.022191912
1622,-0.685879398,0.732560892,0.515328625
1623,-1.571178978,0.644994771,1.296343775
1624,-1.469889173,1.481691893,1.287137978
1625,-0.459213884,-1.247101758,0.97624235
1626,-0.82237873,-0.440082008,1.550183308
1627,-0.283002482,-1.401284878,1.176889557
1628,-1.016612471,-0.692989062,0.675860301
1629,-0.718734126,-0.650700207,1.136211418
1630,-1.094427684,-0.903629672,0.951472815
1631,-1.163699559,0.291864523,1.295917032
1632,-0.933930581,-0.910348587,1.19140411
1633,-1.682267746,-0.338882468,0.650808155
1634,-1.144546664,-0.736884106,0.422167804
1635,-1.233618208,0.018708446,1.842660502
1636,-1.697194954,0.554427922,0.487822026
1637,-0.905714136,0.006515855,1.094583831
1638,-1.10883607,0.299406605,1.256071845
1639,-0.966291002,-0.595265403,0.390294
1640,-1.166929496,-0.57191511,0.05179766
1641,-0.349851213,0.134778489,0.147651507
1642,-0.524220977,0.381918157,0.184347486
1643,-1.554312635,-0.559063081,0.685166706
1644,-0.398401883,-0.139500207,1.010634838
1645,-0.744930618,-0.298210891,0.328846576
1646,-1.312799902,-0.767118464,0.361380326
1647,-0.942561743,-0.730424762,0.784605369
1648,-1.266129286,-0.546405426,0.778592352
1649,-0.758362775,-0.990406311,0.796391707
1650,-1.067856253,-0.400371345,0.328559342
1651,-0.696663079,-0.485975059,0.641620939
1652,-0.626487461,0.192921219,0.439804681
1653,-0.607622238,-0.224929517,0.645151044
1654,-1.003088991,-0.590910369,1.670009311
1655,-1.144550658,-0.842464372,-0.219615477
1656,-1.411871362,-0.217906301,0.824130146
1657,-1.884765513,-2.337158665,-1.007445373
1658,-2.056303712,-2.988654095,-0.480248109
1659,-1.743839905,-2.820215771,-0.262439134
1660,-2.058666927,-2.300232358,-1.145873882
1661,-1.945383646,-2.50306958,-1.523356147
1662,-1.848049561,-2.701283167,-1.370106955
1663,-1.500079722,-2.831420883,-0.004122245
1664,-2.275387153,-2.850493506,-1.509210249
1665,-1.938755899,-2.240678947,-1.069613149
1666,-1.915442474,-2.436533196,-0.548659148
1667,-2.065223383,-2.913699993,-1.006420115
1668,-2.574373729,-2.197217532,-0.717945105
1669,-2.19738245,-2.670456924,-1.168080106
1670,-1.992969728,-2.936879404,-1.16416534
1671,-2.048735993,-2.682919358,-0.41640479
1672,-1.866645746,-2.438575631,-1.814511924
1673,-2.036189638,-1.829035378,-0.977040558
1674,-1.565049741,-2.169822025,-0.326144197
1675,-2.15597125,-2.475109752,-1.66109331
1676,-1.859356302,-2.438118756,-1.233411737
1677,-2.140930559,-2.387790762,-0.767111845
1678,-2.307889786,-2.358384696,-1.181995567
1679,-2.039363212,-2.135467454,-1.69200161
1680,-1.807451627,-2.121591127,-1.287130587
1681,-1.66240024,-1.825629657,-0.916398109
1682,-1.78418914,-2.681932406,-0.335779841
1683,-1.915167217,-2.813623017,-1.578423002
1684,-2.083532493,-2.076210981,-0.335842913
1685,-1.864533459,-2.120838899,0.197221636
1686,-1.815545606,-2.781315248,-0.77531574
1687,-1.470457623,-2.138646303,-0.440782582
1688,-2.224802725,-2.198134696,-1.01625853
1689,-1.627542394,-2.612175769,-0.323092999
1690,-1.9669168,-2.294805024,-0.950717654
1691,-1.952394899,-2.419771489,-1.511008833
1692,-2.08062638,-2.127098826,-0.65792283
1693,-1.623831865,-2.68766713,-0.811237928
1694,-1.861979457,-2.73044528,-0.422942558
1695,-1.637576659,-2.867836388,-1.560715043
1696,-1.462250447,-2.065246226,0.115267391
1697,-1.663884159,-2.599637512,-0.355709272
1698,-1.598474985,-3.029834845,-0.866297963
1699,-2.124014556,-2.454953344,-1.260445122
1700,-1.6154819,-2.570703742,-0.19577923
1701,-1.895943636,-2.433179848,-1.762864721
1702,-1.991107341,-2.900276089,-0.745193702
1703,-1.969404855,-2.330218188,-0.860196585
1704,-1.900556738,-1.953496659,-1.377757632
1705,-2.011794098,-2.343890141,-0.8558406
1706,-1.679558255,-2.901124967,-1.305751494
1707,-0.980946774,-2.714557614,0.432749001
1708,-1.704911799,-2.555000354,-1.777573792
1709,-2.133167656,-1.725701788,-0.660777041
1710,-2.362437492,-2.916736492,-1.345180724
1711,-1.598597356,-1.857432885,-1.567131261
1712,-1.751852263,-2.551614853,0.230064339
1713,-1.625101085,-2.595111889,-0.297163052
1714,-1.827528773,-2.445389123,-0.345880336
1715,-1.337796408,-2.547462614,-1.301228748
1716,-1.905067759,-2.455679203,-0.649067019
1717,-2.27682727,-2.161839598,0.123314622
1718,-1.974662074,-1.864223613,-0.942323198
1719,-1.865266528,-2.981428069,-0.607344406
1720,-1.742443249,-2.025797219,-1.402070318
1721,-2.21916198,-2.581540515,-1.09891702
1722,-1.26323455,-1.976211445,-0.936153953
1723,-1.641997399,-2.400318062,-1.11987027
1724,-1.716000362,-1.899097797,-0.358434219
1725,-2.039392287,-2.030968058,-1.303476604
1726,-1.747047969,-2.811217316,-0.535209093
1727,-1.788722471,-1.4169785,0.317548052
1728,-1.740891336,-1.851951959,-0.467559301
1729,-1.956140788,-2.440511139,-1.981747176
1730,-1.975191041,-2.494874514,-0.544861235
1731,-1.281483732,-2.091783176,-0.500947726
1732,-1.242474096,-2.393561477,0.186522542
1733,-2.381390217,-1.962736664,0.080620154
1734,-1.300426899,-2.542437236,-0.455573131
1735,-1.91808298,-1.890008984,-1.479999206
1736,-2.263914719,-1.753859546,-1.806707651
1737,-1.319621341,-3.193653387,-1.36085275
1738,-1.710217779,-2.39825118,-2.283116059
1739,-1.845109511,-3.072972133,-1.163091016
1740,-2.330493567,-1.754154829,-0.571373249
1741,-2.153636511,-2.143920167,-0.530457404
1742,-1.845980481,-1.966765342,-0.225776853
1743,-1.235079593,-2.301160435,-0.415540785
1744,-1.929996401,-2.355672774,-1.285547738
1745,-2.210370005,-2.710459331,-1.137480218
1746,-1.972664251,-2.739048157,-1.275593982
1747,-1.479672611,-2.447524306,-0.571234278
1748,-1.471724776,-2.745606842,-0.205813751
1749,-2.024786204,-2.582750469,-0.831179334
1750,-2.041416644,-1.766362803,-0.394528963
1751,-1.972392279,-1.648480309,-1.047754335
1752,-2.040529338,-2.249398227,-1.025348389
1753,-2.148881666,-1.977931682,-0.724354207
1754,-1.950489982,-2.120389533,-0.66871205
1755,-1.50103342,-2.716439849,-1.148918814
1756,4.452761708,-0.158312829,-0.288063424
1757,4.408982828,0.44579128,-0.405135629
1758,4.273680734,-0.416290981,-0.084483284
1759,4.398729825,-0.381097004,0.172945608
1760,4.35659595,-0.274947605,-0.462428503
1761,4.458542101,0.09350683,-0.087358915
1762,4.414527637,-0.161062955,0.360101907
1763,4.277906119,-0.004951069,-0.373818676
1764,4.148740942,-0.292020245,-1.050085946
1765,4.483407968,-0.538189659,-0.241288286
1766,3.796411916,-0.536673627,-0.029850665
1767,4.228277952,-0.118832572,-0.363727099
1768,4.512141022,0.083924134,-0.663195003
1769,4.06783978,-0.653831876,0.510337185
1770,4.226252364,-0.398302571,-0.042236836
1771,3.775217523,0.018032209,-0.007078554
1772,4.458588515,-0.432142775,-0.417585069
1773,4.20332789,-0.13477383,0.652026569
1774,4.403247189,0.075555085,-0.241516907
1775,-1.209764281,2.879180598,-0.281663033
1776,-1.306567922,3.753554987,-0.840166668
1777,-1.308522928,2.428485987,-0.505904264
1778,-1.484207325,2.984122016,-0.619577219
1779,-1.340300805,3.059643316,-0.800489029
1780,-1.021269792,3.302520041,-0.658170058
1781,-1.052029489,3.161395646,-0.076422107
1782,-1.392099403,3.41725469,-0.658748708
1783,-1.569076304,2.888553045,-0.138278768
1784,-0.583253992,2.473210904,-0.619341104
1785,-1.548765438,2.962586217,-0.513661153
1786,-1.030985994,3.249049865,-0.89206661
1787,-1.532341318,3.097763758,-0.051639526
1788,-1.441157074,3.403820701,-1.410650443
1789,-1.424899679,3.485833506,-0.817698876
1790,-1.263526603,3.034188937,-1.277006435
1791,-1.372530657,2.886283308,-0.110170998
1792,-1.514585384,3.319648993,-0.752988354
1793,-0.918678192,3.584549816,-1.294015823
1794,-1.480959955,3.392616003,-0.83680213
1795,-1.258662153,2.77522549,-0.095966493
1796,-1.160040238,3.182700741,-0.712780392
1797,-0.96297513,3.46426207,-1.090039245
1798,-1.344956039,3.361531149,-0.407334936
1799,-1.286765268,3.280480053,-0.403324997
1800,-1.349747225,2.684447846,-0.385771465
1801,-1.640525182,2.674322899,-0.045949218
1802,-1.241926495,2.852018013,-0.650488287
1803,-1.510529714,2.947107944,-1.08450229
1804,-1.20226078,3.168895248,0.737368883
1805,-1.059416714,3.137855587,-0.487018476
1806,-0.920709266,3.024563102,0.493095174
1807,-1.393044906,3.095364448,0.221847334
1808,-1.714959607,3.336224131,0.050544544
1809,-1.345534038,3.583799517,-0.805096014
1810,-0.904003369,3.089052493,-0.110599387
1811,-1.616820282,2.796274733,-0.559025379
1812,-0.779062883,3.468088812,-0.146677258
1813,-1.320240686,3.392302221,-0.373572454
1814,-1.103526083,3.477138963,-1.118311056
1815,-0.658446033,3.186904693,-1.092940941
1816,-1.379627203,3.654264334,-1.097259991
1817,-1.757625039,3.483169139,-0.66384107
1818,-1.5284769,3.409442991,-0.655298498
1819,-1.023130462,3.046300185,-1.526993335
1820,-0.989432827,3.43486584,-1.314190593
1821,-1.417950049,2.596819242,0.193240069
1822,-1.371584562,3.276508207,-0.942501317
1823,-1.409058842,3.054177068,-0.47176185
1824,-1.443979589,3.550637723,-0.240738254
1825,-0.879506618,3.413648679,-0.437182534
1826,-1.063666485,3.356295591,-0.99749983
1827,-1.676373606,3.760017424,-0.700796497
1828,-0.934082145,2.962258795,-1.183771816
1829,-0.836836722,2.651444098,-0.729526909
1830,-0.650336837,3.25414966,-0.64422704
1831,-1.366149143,2.848342856,-0.213850197
1832,-1.335316618,2.96001229,-0.386725462
1833,-1.053897871,2.427331431,-0.402686544
1834,-1.155880655,3.345198853,-0.691360171
1835,-1.360582369,3.513763086,-0.848883567
1836,-1.713312619,2.819523813,-0.198994864
1837,-1.416443564,2.752206075,-0.437227563
1838,-1.264214841,2.663973371,-0.487649766
1839,-1.466866751,2.999243518,0.191209122
1840,-1.015295454,2.692336563,-0.507227384
1841,-1.609686484,3.197778881,-0.249660806
1842,-1.158222811,3.071004801,-0.701529294
1843,-1.363009664,3.258261645,-0.820533135
1844,-1.144318372,2.773069816,-0.581376078
1845,-0.944090446,3.280807176,-0.734434506
1846,-1.278969506,3.181788351,-0.711480488
1847,-1.315192298,3.749353334,-1.183956125
1848,-1.729576514,3.40558073,-0.650176764
1849,-1.477771124,2.873031784,0.219132153
1850,-1.4641174,3.297567217,-0.377933815
1851,-0.977700489,3.280293745,-1.24323877
1852,-1.489811976,3.447104202,-0.789312328
1853,-1.559072445,3.424872212,-0.883875527
1854,-1.425632649,3.063369119,-0.039275683
1855,-1.695546052,3.295658304,-0.545900074
1856,-1.208603682,2.845071993,-0.656382067
1857,-0.884324501,3.125625463,-0.200552416
1858,-1.791023447,3.296876285,-0.493335403
1859,-0.686381481,3.101115393,-0.520915067
1860,-1.131103941,3.523423427,-0.707769408
1861,-0.980073404,3.053425105,-0.08635884
1862,-1.223847535,2.762407946,-0.80324058
1863,-1.265187175,2.907014525,-0.629153838
1864,-1.816003914,3.650628051,-0.461793488
1865,-1.310485709,2.28402638,-0.345488005
1866,-1.295820787,3.317984706,-1.151935521
1867,-1.365401613,3.161082082,-0.317324294
1868,-1.076837821,2.395785071,-0.642794299
1869,-1.234916488,3.029663924,0.03721485
